name;cvc5-runtime;cvc5-result;z3-runtime;z3-result;z3-noodler-c0f3244-runtime;z3-noodler-c0f3244-result;z3-noodler-f19ef57-runtime;z3-noodler-f19ef57-result;z3-noodler-6e14cda-runtime;z3-noodler-6e14cda-result;z3-noodler-c7c4418-runtime;z3-noodler-c7c4418-result;z3-noodler-b688a34-runtime;z3-noodler-b688a34-result;z3-noodler-97447b0-runtime;z3-noodler-97447b0-result
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/6b95d532.smt2;TO;TO;TO;TO;0.01; sat;0.01; sat;0.05; sat;0.04; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/bd6334c4.smt2;TO;TO;TO;TO;0.05; unsat;0.05; unsat;0.06; unsat;0.05; unsat;0.05; unsat;0.06; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/35982ae2.smt2;79.11; unsat;0.08; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/e1025d00.smt2;TO;TO;TO;TO;0.06; unsat;0.01; unsat;0.05; unsat;0.06; unsat;0.06; unsat;0.05; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/a0b6992b.smt2;30.87; sat;24.11; sat;0.01; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/0d938f70.smt2;TO;TO;35.21; sat;0.04; sat;0.04; sat;0.02; sat;0.06; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/291ac09e.smt2;TO;TO;TO;TO;0.04; unsat;0.04; unsat;0.03; unsat;0.04; unsat;0.03; unsat;0.05; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/76a529a1.smt2;TO;TO;14.76; sat;0.04; sat;0.05; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/c38fcb8e.smt2;TO;TO;47.35; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/6a2a79ff.smt2;TO;TO;TO;TO;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/d83db21f.smt2;TO;TO;TO;TO;0.04; sat;0.05; sat;0.03; sat;0.02; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/d754b41a.smt2;TO;TO;17.94; sat;0.02; sat;0.05; sat;0.04; sat;0.05; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/86fc3696.smt2;TO;TO;0.08; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/c06e357e.smt2;TO;TO;TO;TO;0.04; sat;0.03; sat;0.01; sat;0.04; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/1dfa9c56.smt2;TO;TO;0.06; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/37a35a7e.smt2;TO;TO;TO;TO;0.06; unsat;0.06; unsat;0.05; unsat;0.06; unsat;0.05; unsat;0.06; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/0257ab09.smt2;TO;TO;14.79; sat;0.04; sat;0.04; sat;0.02; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/9c22adae.smt2;TO;TO;71.78; sat;0.04; sat;0.03; sat;0.04; sat;0.01; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/09227a02.smt2;TO;TO;TO;TO;0.02; unsat;0.05; unsat;0.04; unsat;0.06; unsat;0.03; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/47dedadc.smt2;27.18; unsat;0.1; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/c054bf98.smt2;5.6; sat;15.62; sat;0.04; sat;0.06; sat;0.05; sat;0.04; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/e488b91b.smt2;TO;TO;0.02; unsat;0.04; unsat;0.06; unsat;0.03; unsat;0.02; unsat;0.04; unsat;0.02; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/2999385a.smt2;7.94; unsat;0.06; unsat;0.02; unsat;0.05; unsat;0.06; unsat;0.04; unsat;0.04; unsat;0.03; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/2e70b45d.smt2;0.02; sat;21.64; sat;0.05; sat;0.04; sat;0.06; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/358a5c68.smt2;TO;TO;TO;TO;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/d546f378.smt2;TO;TO;55.81; sat;0.02; sat;0.03; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/5adb1f6c.smt2;TO;TO;9.25; sat;0.03; sat;0.04; sat;0.05; sat;0.02; sat;0.05; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b44286da.smt2;TO;TO;101.16; sat;0.05; sat;0.04; sat;0.05; sat;0.02; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/48bceead.smt2;TO;TO;51.37; sat;0.03; sat;0.04; sat;0.04; sat;0.05; sat;0.06; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/c94ae3b5.smt2;TO;TO;TO;TO;0.02; sat;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/7d8d7e79.smt2;0.34; sat;5.74; sat;0.02; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/4dc95b69.smt2;29.09; unsat;0.07; unsat;0.16; unsat;0.17; unsat;0.16; unsat;0.13; unsat;0.19; unsat;0.18; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/59a72024.smt2;TO;TO;15.08; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/60864cea.smt2;TO;TO;0.06; unsat;0.24; unsat;0.2; unsat;0.24; unsat;0.15; unsat;0.18; unsat;0.24; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/c7795322.smt2;33.61; unsat;0.06; unsat;0.08; unsat;0.04; unsat;0.04; unsat;0.06; unsat;0.06; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/f2aecd77.smt2;56.77; sat;39.38; sat;0.04; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/56ddabae.smt2;TO;TO;70.51; sat;0.03; sat;0.05; sat;0.02; sat;0.04; sat;0.01; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/5f0a5369.smt2;TO;TO;51.79; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.06; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/f6bb341d.smt2;TO;TO;65.65; sat;0.04; sat;0.03; sat;0.04; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/97f2fffb.smt2;TO;TO;63.41; sat;0.03; sat;0.03; sat;0.02; sat;0.01; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/e9271db9.smt2;TO;TO;TO;TO;0.03; sat;0.03; sat;0.04; sat;0.01; sat;0.01; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/6a728a6d.smt2;TO;TO;2.23; sat;0.04; sat;0.05; sat;0.05; sat;0.04; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/6fbcf5e5.smt2;116.86; sat;48.22; sat;0.04; sat;0.02; sat;0.02; sat;0.05; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/e6e7e3ec.smt2;5.67; sat;5.7; sat;0.03; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/f26667d9.smt2;TO;TO;TO;TO;0.05; sat;0.02; sat;0.05; sat;0.02; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/6a05e720.smt2;24.12; sat;12.75; sat;0.04; sat;0.02; sat;0.02; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/64cb87a0.smt2;TO;TO;0.09; unsat;41.0; unsat;37.03; unsat;38.36; unsat;38.2; unsat;35.82; unsat;38.51; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b12e950a.smt2;57.96; sat;21.5; sat;0.03; sat;0.05; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b6dce58f.smt2;0.04; sat;84.47; sat;0.02; sat;0.04; sat;0.04; sat;0.05; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/612c4cbe.smt2;TO;TO;38.59; sat;0.03; sat;0.03; sat;0.05; sat;0.04; sat;0.04; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/5e40505f.smt2;59.44; sat;23.47; sat;0.02; sat;0.03; sat;0.02; sat;0.02; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/a0c58a1e.smt2;TO;TO;2.55; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.01; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/73744a7e.smt2;TO;TO;14.94; sat;0.02; sat;0.04; sat;0.03; sat;0.03; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b1e4901e.smt2;TO;TO;TO;TO;0.01; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/fb118270.smt2;TO;TO;0.03; unsat;0.04; unsat;0.05; unsat;0.04; unsat;0.05; unsat;0.05; unsat;0.06; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/0bc6901d.smt2;21.91; unsat;0.06; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/927e2e18.smt2;TO;TO;97.35; sat;0.04; sat;0.04; sat;0.01; sat;0.05; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b35ebdcc.smt2;13.94; sat;21.08; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/a48a5563.smt2;TO;TO;41.41; sat;0.04; sat;0.01; sat;0.04; sat;0.02; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/7d902fc9.smt2;TO;TO;0.07; unsat;0.26; unsat;0.18; unsat;0.26; unsat;0.23; unsat;0.26; unsat;0.27; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/654dafd0.smt2;75.35; sat;8.83; sat;0.03; sat;0.03; sat;0.03; sat;0.03; sat;0.04; sat;0.01; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/929d7db7.smt2;TO;TO;26.18; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/8e0098e4.smt2;0.04; sat;52.6; sat;0.04; sat;0.05; sat;0.04; sat;0.04; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/002e8a02.smt2;TO;TO;99.99; sat;0.01; sat;0.01; sat;0.04; sat;0.02; sat;0.05; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/fb869327.smt2;TO;TO;0.06; unsat;0.3; unsat;0.4; unsat;0.46; unsat;0.38; unsat;0.33; unsat;0.44; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/d5e561f9.smt2;75.97; sat;85.14; sat;0.03; sat;0.04; sat;0.04; sat;0.05; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/1a283193.smt2;TO;TO;0.03; unsat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/cd3528f5.smt2;13.7; unsat;0.02; unsat;0.06; unsat;0.03; unsat;0.06; unsat;0.06; unsat;0.02; unsat;0.06; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/ca083ce2.smt2;119.16; sat;27.66; sat;0.03; sat;0.05; sat;0.05; sat;0.04; sat;0.02; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/5a6689a3.smt2;101.97; sat;113.66; sat;0.04; sat;0.03; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/0562972f.smt2;TO;TO;TO;TO;0.02; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/2444c756.smt2;TO;TO;TO;TO;0.03; unsat;0.05; unsat;0.04; unsat;0.06; unsat;0.04; unsat;0.04; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/22a21c24.smt2;TO;TO;88.08; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b5614e9f.smt2;TO;TO;45.45; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/98bc4d5c.smt2;34.21; unsat;0.08; unsat;0.08; unsat;0.05; unsat;0.08; unsat;0.07; unsat;0.06; unsat;0.08; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/e02fbda8.smt2;TO;TO;32.64; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/b1058d8a.smt2;TO;TO;9.5; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/31cf35f3.smt2;TO;TO;8.88; sat;0.05; sat;0.04; sat;0.05; sat;0.04; sat;0.05; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/d04c1155.smt2;31.0; unsat;0.01; unsat;0.13; unsat;0.14; unsat;0.12; unsat;0.13; unsat;0.14; unsat;0.12; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/988fa468.smt2;TO;TO;0.03; unsat;4.15; unsat;3.54; unsat;4.34; unsat;4.34; unsat;3.95; unsat;4.31; unsat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/variants/cca09fdb.smt2;105.12; sat;86.79; sat;0.02; sat;0.04; sat;0.05; sat;0.05; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00151-18.smt2;70.38; sat;1.51; sat;0.04; sat;0.04; sat;0.05; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00376-1.smt2;TO;TO;15.0; sat;0.04; sat;0.05; sat;0.03; sat;0.03; sat;0.05; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00401-2.smt2;47.5; sat;17.38; sat;0.04; sat;0.04; sat;0.05; sat;0.03; sat;0.03; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-19.smt2;0.76; sat;7.59; sat;0.05; sat;0.06; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-8.smt2;1.52; sat;11.76; sat;0.05; sat;0.05; sat;0.03; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00301-20.smt2;TO;TO;8.79; sat;0.02; sat;0.03; sat;0.03; sat;0.05; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00376-13.smt2;TO;TO;61.44; sat;0.04; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00076-25.smt2;0.88; sat;0.34; sat;0.03; sat;0.04; sat;0.02; sat;0.04; sat;0.05; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00076-20.smt2;0.78; sat;2.71; sat;0.02; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00476-9.smt2;109.86; sat;32.83; sat;0.04; sat;0.03; sat;0.04; sat;0.04; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00176-25.smt2;0.85; sat;17.1; sat;0.03; sat;0.03; sat;0.03; sat;0.05; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00276-25.smt2;8.76; sat;94.4; sat;0.02; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-29.smt2;9.82; sat;3.83; sat;0.05; sat;0.04; sat;0.04; sat;0.03; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00176-20.smt2;1.58; sat;11.98; sat;0.05; sat;0.03; sat;0.03; sat;0.05; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00076-22.smt2;0.19; sat;0.35; sat;0.03; sat;0.04; sat;0.05; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00076-17.smt2;0.16; sat;0.36; sat;0.05; sat;0.03; sat;0.04; sat;0.05; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00001-18.smt2;0.05; sat;0.08; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-3.smt2;1.13; sat;4.79; sat;0.03; sat;0.02; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-24.smt2;22.43; sat;6.78; sat;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00176-23.smt2;0.96; sat;17.58; sat;0.06; sat;0.05; sat;0.03; sat;0.03; sat;0.02; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00251-19.smt2;TO;TO;23.92; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00376-27.smt2;TO;TO;55.85; sat;0.04; sat;0.03; sat;0.04; sat;0.05; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00451-12.smt2;TO;TO;TO;TO;0.02; sat;0.02; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00326-19.smt2;111.19; sat;52.37; sat;0.02; sat;0.04; sat;0.05; sat;0.03; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00001-26.smt2;0.01; sat;0.09; sat;0.05; sat;0.02; sat;0.05; sat;0.03; sat;0.02; sat;0.02; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00126-24.smt2;1.39; sat;5.47; sat;0.05; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00101-9.smt2;0.3; sat;4.06; sat;0.04; sat;0.04; sat;0.04; sat;0.02; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00276-24.smt2;8.57; sat;32.33; sat;0.03; sat;0.04; sat;0.03; sat;0.03; sat;0.04; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00051-10.smt2;0.18; sat;0.14; sat;0.05; sat;0.03; sat;0.01; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00076-16.smt2;0.18; sat;1.9; sat;0.03; sat;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00226-29.smt2;TO;TO;21.32; sat;0.05; sat;0.05; sat;0.03; sat;0.03; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00026-9.smt2;0.16; sat;0.61; sat;0.04; sat;0.05; sat;0.02; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00301-19.smt2;10.12; sat;8.84; sat;0.04; sat;0.03; sat;0.03; sat;0.02; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00276-28.smt2;54.09; sat;33.36; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00251-15.smt2;37.09; sat;20.03; sat;0.03; sat;0.04; sat;0.04; sat;0.05; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00451-23.smt2;79.11; sat;TO;TO;0.05; sat;0.04; sat;0.05; sat;0.04; sat;0.03; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00401-7.smt2;54.16; sat;18.81; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00251-9.smt2;6.15; sat;5.14; sat;0.05; sat;0.06; sat;0.04; sat;0.04; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00001-15.smt2;0.04; sat;0.05; sat;0.03; sat;0.04; sat;0.05; sat;0.04; sat;0.04; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00226-27.smt2;TO;TO;32.73; sat;0.04; sat;0.04; sat;0.04; sat;0.04; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00201-8.smt2;11.02; sat;26.69; sat;0.03; sat;0.03; sat;0.05; sat;0.04; sat;0.02; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00476-12.smt2;TO;TO;TO;TO;0.04; sat;0.04; sat;0.01; sat;0.03; sat;0.03; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00001-1.smt2;0.05; sat;0.22; sat;0.03; sat;0.03; sat;0.04; sat;0.05; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00476-3.smt2;TO;TO;TO;TO;0.04; sat;0.03; sat;0.04; sat;0.03; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00451-29.smt2;TO;TO;25.85; sat;0.04; sat;0.05; sat;0.03; sat;0.02; sat;0.02; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00251-12.smt2;6.47; sat;36.1; sat;0.04; sat;0.02; sat;0.05; sat;0.05; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00151-16.smt2;0.74; sat;1.42; sat;0.06; sat;0.03; sat;0.04; sat;0.02; sat;0.04; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00126-12.smt2;25.69; sat;6.28; sat;0.05; sat;0.05; sat;0.04; sat;0.03; sat;0.05; sat;0.03; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00351-19.smt2;TO;TO;65.47; sat;0.05; sat;0.05; sat;0.04; sat;0.04; sat;0.03; sat;0.04; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00151-9.smt2;2.59; sat;8.28; sat;0.02; sat;0.03; sat;0.03; sat;0.03; sat;0.05; sat;0.05; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00026-13.smt2;0.11; sat;0.31; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat;0.03; sat;0.06; sat
../formulae/QF_SLIA/20230327-stringfuzz-lu/generated/regexlengths/regex-lengths-00451-8.smt2;TO;TO;TO;TO;0.06; sat;0.04; sat;0.03; sat;0.02; sat;0.03; sat;0.04; sat
